id,pvEstimate,pvEstimate10,pvEstimate90,periodEnd,createdAt,updatedAt
0,0.0,0.0,0.0,2026-07-01T00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T00:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T00:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T00:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T01:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T01:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T01:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T01:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T02:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T02:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T02:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T02:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T03:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T03:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T03:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T03:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T04:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T04:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T04:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T04:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T05:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T05:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T05:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T05:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T06:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-07-01T06:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,13.1166,0.0,0.0,2026-07-01T06:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,72.6522,0.0,0.0,2026-07-01T06:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,152.1172,0.0,0.0,2026-07-01T07:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,232.2224,0.0,0.0,2026-07-01T07:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,311.1816,0.0,0.0,2026-07-01T07:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,439.8122,0.0,0.0,2026-07-01T07:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,533.3548,0.0,0.0,2026-07-01T08:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,616.0402,0.0,0.0,2026-07-01T08:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,722.4027,0.0,0.0,2026-07-01T08:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,843.2703,0.0,0.0,2026-07-01T08:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,951.1614,0.0,0.0,2026-07-01T09:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1049.6557,0.0,0.0,2026-07-01T09:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1141.2811,0.0,0.0,2026-07-01T09:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1224.4058,0.0,0.0,2026-07-01T09:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1291.7595,0.0,0.0,2026-07-01T10:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1355.2153,0.0,0.0,2026-07-01T10:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1410.9541,0.0,0.0,2026-07-01T10:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1474.1168,0.0,0.0,2026-07-01T10:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1514.0178,0.0,0.0,2026-07-01T11:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1549.4557,0.0,0.0,2026-07-01T11:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1572.3231,0.0,0.0,2026-07-01T11:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1573.4805,0.0,0.0,2026-07-01T11:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1591.4689,0.0,0.0,2026-07-01T12:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1575.2065,0.0,0.0,2026-07-01T12:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1576.9915,0.0,0.0,2026-07-01T12:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1547.4601,0.0,0.0,2026-07-01T12:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1528.7345,0.0,0.0,2026-07-01T13:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1466.3942,0.0,0.0,2026-07-01T13:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1386.0129,0.0,0.0,2026-07-01T13:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1365.7411,0.0,0.0,2026-07-01T13:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1337.893,0.0,0.0,2026-07-01T14:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1281.9955,0.0,0.0,2026-07-01T14:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1246.9407,0.0,0.0,2026-07-01T14:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1192.9987,0.0,0.0,2026-07-01T14:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
