id,pvEstimate,pvEstimate10,pvEstimate90,periodEnd,createdAt,updatedAt
0,0.0,0.0,0.0,2026-04-18T00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T00:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T00:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T00:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T01:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T01:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T01:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T01:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T02:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T02:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T02:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T02:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T03:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T03:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T03:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T03:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T04:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T04:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T04:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T04:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T05:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T05:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T05:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T05:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-04-18T06:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0802,0.0,0.0,2026-04-18T06:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,27.5838,0.0,0.0,2026-04-18T06:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,118.035,0.0,0.0,2026-04-18T06:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,235.4029,0.0,0.0,2026-04-18T07:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,359.4777,0.0,0.0,2026-04-18T07:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,471.0064,0.0,0.0,2026-04-18T07:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,591.8806,0.0,0.0,2026-04-18T07:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,706.6293,0.0,0.0,2026-04-18T08:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,820.8559,0.0,0.0,2026-04-18T08:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,965.8835,0.0,0.0,2026-04-18T08:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1083.3837,0.0,0.0,2026-04-18T08:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
