id,pvEstimate,pvEstimate10,pvEstimate90,periodEnd,createdAt,updatedAt
0,0.0,0.0,0.0,2026-05-31T00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T00:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T00:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T00:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T01:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T01:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T01:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T01:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T02:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T02:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T02:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T02:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T03:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T03:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T03:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T03:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T04:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T04:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T04:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T04:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T05:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T05:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T05:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T05:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0,0.0,0.0,2026-05-31T06:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,0.0726,0.0,0.0,2026-05-31T06:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,20.6084,0.0,0.0,2026-05-31T06:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,81.951,0.0,0.0,2026-05-31T06:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,189.8577,0.0,0.0,2026-05-31T07:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,284.7286,0.0,0.0,2026-05-31T07:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,393.2056,0.0,0.0,2026-05-31T07:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,529.2276,0.0,0.0,2026-05-31T07:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,639.9756,0.0,0.0,2026-05-31T08:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,735.1355,0.0,0.0,2026-05-31T08:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,835.2863,0.0,0.0,2026-05-31T08:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,934.6787,0.0,0.0,2026-05-31T08:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1031.6175,0.0,0.0,2026-05-31T09:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1115.6025,0.0,0.0,2026-05-31T09:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1185.1185,0.0,0.0,2026-05-31T09:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1146.7545,0.0,0.0,2026-05-31T09:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1212.8063,0.0,0.0,2026-05-31T10:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1359.1466,0.0,0.0,2026-05-31T10:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1399.1936,0.0,0.0,2026-05-31T10:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1427.4845,0.0,0.0,2026-05-31T10:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1457.1476,0.0,0.0,2026-05-31T11:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1491.0661,0.0,0.0,2026-05-31T11:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1487.6753,0.0,0.0,2026-05-31T11:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1519.3908,0.0,0.0,2026-05-31T11:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1540.9246,0.0,0.0,2026-05-31T12:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1569.2004,0.0,0.0,2026-05-31T12:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1566.1127,0.0,0.0,2026-05-31T12:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1517.0453,0.0,0.0,2026-05-31T12:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1515.7286,0.0,0.0,2026-05-31T13:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1500.9463,0.0,0.0,2026-05-31T13:15:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1481.1857,0.0,0.0,2026-05-31T13:30:00,0001-01-01T00:00:00,0001-01-01T00:00:00
0,1441.048,0.0,0.0,2026-05-31T13:45:00,0001-01-01T00:00:00,0001-01-01T00:00:00
